PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
203500,00,0,588,524,15813.0,2346,3972,0.590634,1,13,0.076923,936,1708,0.548009,2036,2507,4543,726,523,569,835,1497,5629
1628389,00,0,287,183,7841.0,1350,2416,0.558774,7,44,0.15909,842,1141,0.737949,601,1685,2286,999,260,265,560,668,3549
200746,00,0,1029,985,35192.0,8059,16414,0.490983,213,664,0.320783,3620,4461,0.811477,2703,5775,8478,2034,744,1140,1599,2520,19951
1629734,00,0,2,0,13.0,1,2,0.5,0,0,0.0,0,0,0.0,2,1,3,0,0,0,1,1,2
1629638,00,0,93,14,1598.0,290,724,0.400552,122,352,0.34659,73,103,0.708737,22,206,228,191,64,30,123,145,775
1628960,00,0,126,40,2394.0,357,843,0.423487,196,514,0.381322,163,196,0.831632,30,238,268,185,62,16,114,171,1073
1628386,00,0,285,220,7253.0,1169,1912,0.611401,17,85,0.2,686,985,0.696446,747,1615,2362,375,143,390,362,589,3041
1628443,00,0,47,2,640.0,90,207,0.434782,22,63,0.349206,56,74,0.756756,14,57,71,109,24,8,43,68,258
202329,00,0,711,445,17698.0,1948,4641,0.419737,543,1634,0.332313,911,1221,0.746109,982,3298,4280,879,678,397,863,1302,5350
1626147,00,0,226,24,2964.0,418,1011,0.413452,144,486,0.296296,202,261,0.773946,137,438,575,151,97,74,133,269,1182
203937,00,0,436,237,9101.0,1108,2296,0.482578,176,525,0.335238,453,626,0.723642,305,1547,1852,984,433,253,412,645,2845
201583,00,0,649,289,16768.0,2755,6533,0.421705,1325,3491,0.379547,1166,1366,0.853587,1247,2166,3413,586,332,217,606,1263,8001
203507,00,0,589,524,19150.0,4499,8457,0.531985,376,1308,0.287461,2945,4107,0.717068,985,4386,5371,2632,692,765,1665,1757,12319
1628961,00,0,22,0,86.0,6,16,0.375,0,0,0.0,9,19,0.473684,6,17,23,3,4,4,13,10,21
203648,00,0,79,5,686.0,94,189,0.497354,7,40,0.175,32,66,0.484848,66,83,149,61,29,12,55,94,227
2546,00,0,1191,1117,41720.0,9800,21920,0.44708,1582,4476,0.35344,6188,7605,0.813675,1921,5599,7520,3354,1176,592,2993,3377,27370
1628384,00,0,253,179,6333.0,881,1835,0.480108,333,888,0.375,227,328,0.692073,236,746,982,304,260,113,254,551,2322
1627853,00,0,207,36,3646.0,343,796,0.430904,169,453,0.373068,134,166,0.807228,53,368,421,456,114,7,123,332,989
